algorithm_id,algorithm_name,public_context_path,metadata_context_path,evidence_path,domain,input_model,access_model,output_contract,time_complexity,space_complexity,confidence_score,source_count,source_quality,card_digest
AW-001754,"Li, Pan, Shen",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001754.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001754.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001754.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(\log n),unknown,100,3,HIGH,8d9e756cc3a87396
AW-001755,Schudy,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001755.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001755.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001755.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(t poly(\log n)),unknown,100,2,HIGH,321c3239f3b3cdbb
AW-001756,"JaJa, Kosaraju",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001756.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001756.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001756.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log^2 n),unknown,100,2,HIGH,ee4390ca3d31313a
AW-001757,"Cho, Huynh",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001757.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001757.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001757.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log^2 n),unknown,100,2,HIGH,c324b726f56a3ddc
AW-001758,"Ravikumar, Xiong",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001758.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001758.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001758.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,"O((kn \log n)*max(1, (\log n)/p))",unknown,100,2,HIGH,482afe3a68b65b46
AW-001759,"Tewari, Srivastava, Gupta",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001759.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001759.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001759.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(kn \log n),unknown,100,3,HIGH,8f2cb65e2f9b13f4
AW-001760,"Sun, Lu, Li, Wang",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001760.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001760.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001760.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(kn^2/p),unknown,100,3,HIGH,27bb2663debc035e
AW-001761,"Tsin, Chin",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001761.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001761.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001761.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(ceil(m/(nK)) \log n + n/K),https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,100,3,HIGH,82215fb5da15a5b6
AW-001762,Tsin [Section 3],corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001762.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001762.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001762.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(ceil((n+m)/p) \log n),https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,100,2,HIGH,72087556f11762cf
AW-001763,Tsin [Section 4],corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001763.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001763.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001763.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n^2/p + \log n),https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,100,2,HIGH,8b2b4a93a3b8a013
AW-001764,Schieber Vishkin [Parallel],corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001764.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001764.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001764.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(m+\log(n)),https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,100,3,HIGH,e1b2db42aa0456c8
AW-001765,"Berkman, Vishkin",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001765.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001765.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001765.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(m*alpha(n)),https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,100,1,HIGH,57badedc1f34a864
AW-001766,Schenk,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001766.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001766.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001766.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,"O(m/p + r \log p + min(m, r \log n))",https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,100,3,HIGH,ab19ed39e357dfff
AW-001767,Zhao et. al.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001767.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001767.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001767.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,unknown,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,100,2,HIGH,1a04424ff7fbeec2
AW-001768,"Dahlhaus, Karpinski",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001768.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001768.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001768.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(\log^3{nM}),unknown,100,3,HIGH,640d39c157e72730
AW-001769,"Das, Sanei-Mehri, Tirthapura",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001769.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001769.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001769.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(3^{n/3}/(M \log{n}) +P),unknown,100,2,HIGH,65dd03c70f4bce95
AW-001770,Garcia,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001770.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001770.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001770.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,unknown,unknown,100,1,HIGH,c6185faf292e5a46
AW-001771,Garcia,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001771.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001771.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001771.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,unknown,unknown,100,1,HIGH,c6185faf292e5a46
AW-001772,"Shi, Dhulipala, Shun",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001772.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001772.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001772.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,"O(m \alpha^{k-2}) (\alpha = arboricity, which is worst case \sqrt{m})",unknown,100,3,HIGH,c646e1cf8ac33e01
AW-001773,"Gianinazzi, Besta, Schaffner, Hoefler",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001773.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001773.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001773.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,"O(m \alpha^{k-2}) (\alpha = arboricity, which is worst case \sqrt{m})",unknown,100,2,HIGH,3009aeed1f9d2e26
AW-001774,Buzbee [MD],corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001774.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001774.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001774.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,unknown,unknown,100,2,HIGH,5562fe9713c92349
AW-001779,Chen,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001779.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001779.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001779.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(n \log n),unknown,100,1,HIGH,9d74e88704083ab9
AW-001780,"Giraud, Guivarch, Stein",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001780.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001780.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001780.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O((n^3 \log n)/p),unknown,100,3,HIGH,4245b8aa1b125f3d
AW-001781,"Budiardja, Cardall",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001781.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001781.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001781.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,unknown,unknown,100,2,HIGH,4b06a01a76434cfc
AW-001783,"Aggarwal, Chazelle, Guibas, Ó'Dúnlaing, Yap",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001783.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001783.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001783.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log^2 n),unknown,100,2,HIGH,745f92c0a3b93ce7
AW-001784,"Cole, Goodrich, Ó'Dúnlaing",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001784.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001784.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001784.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log^2 n),unknown,100,3,HIGH,b3a7cb78652a3513
AW-001785,"Saxena, Bhatt, Prasad (1)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001785.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001785.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001785.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(n),unknown,100,1,HIGH,a34083a48b591fa2
AW-001786,"Saxena, Bhatt, Prasad (2)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001786.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001786.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001786.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log n \log \log n),unknown,100,1,HIGH,ed368d82a23ffa8a
AW-001787,"Saxena, Bhatt, Prasad (3)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001787.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001787.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001787.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log \log n),unknown,100,1,HIGH,d87c167e60d609c2
AW-001788,"Saxena, Bhatt, Prasad (4)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001788.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001788.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001788.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(1),unknown,100,1,HIGH,dfd67791e9c964a1
AW-001789,Belloch et al.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001789.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001789.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001789.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,O(\log^3 n),unknown,100,2,HIGH,39195a10c582ba10
AW-001790,"Belloch, Gu, Shun, Sun",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001790.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001790.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001790.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log^2 n),O(n),100,1,HIGH,8fe46cdaba7d5646
AW-001791,"Lee, Park, Park",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001791.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001791.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001791.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O((n/p)^2 + (n/p) \log p),unknown,100,2,HIGH,8112365b361edade
AW-001792,Hardwick,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001792.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001792.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001792.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O((n \log n \log p)/p),unknown,100,2,HIGH,6f47b8c30d067bbc
AW-001793,"Cignoni, Montani, Perego, Scopigno",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001793.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001793.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001793.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O((n/p)^2 + (n/p) \log p),unknown,100,3,HIGH,899b147f036630b0
AW-001796,"Blelloch, Miller, Hardwick, Talmor",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001796.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001796.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001796.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log^3 n),unknown,100,3,HIGH,ca563f86c3e09a6b
AW-001797,"Reif, Sen",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001797.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001797.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001797.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log n),unknown,100,3,HIGH,db53ce6f7d5d9f94
AW-001798,Wu et al.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001798.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001798.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001798.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,unknown,unknown,100,3,HIGH,9ad1da428c4230fb
AW-001799,"Chen, Chuang, Wu",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001799.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001799.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001799.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,unknown,unknown,100,2,HIGH,b54620ff34bc1a34
AW-001801,Djokić et al [enumeration of subsets],corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001801.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001801.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001801.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(n*2^n/p),O(n),100,3,HIGH,a06f94569831b983
AW-001802,Ferreira,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001802.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001802.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001802.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(n*2^(n*eps/2)),O(n),100,2,HIGH,3a4d42a7c737f67f
AW-001803,"Ferreira, Robson",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001803.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001803.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001803.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n * 2^(n/2) * sigma(2^(n/2))/p),O(n),100,2,HIGH,f43c9a73be26d8dd
AW-001804,"Sanches, Soma, Yanasse",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001804.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001804.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001804.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(2^(n/2)/p),O(n),100,2,HIGH,a40296bb15f7c64a
AW-001805,Chedid,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001805.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001805.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001805.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(2^(3n/8)),O(n),100,2,HIGH,f0294ba9e1a15708
AW-001806,"Li, Li, Li",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001806.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001806.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001806.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(2^(n(1+eps)/4)),O(n),100,3,HIGH,30df615711901488
AW-001807,"Sanches, Soma, Yanasse [Algorithm 1]",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001807.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001807.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001807.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(n/p * (c - w_min) + (c + w_max - w_min)/p + n + \log p),O(n),100,3,HIGH,372ca136f64805c8
AW-001808,"Sanches, Soma, Yanasse [Algorithm 2a]",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001808.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001808.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001808.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(n/p * (c - 2*w_min) + c/p + n),O(n),100,3,HIGH,35176fb0eddf94fa
AW-001809,"Sanches, Soma, Yanasse [Algorithm 3]",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001809.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001809.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001809.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O((n-2 \log c)(c - 2*w_min)/p + c/p + n - 2 \log c + \log^2 c),O(n),100,3,HIGH,f884fa2537d714a0
AW-001810,Bokhari,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001810.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001810.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001810.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(nt/p),O(n),100,2,HIGH,72dcda7e0b8641cb
AW-001811,Chedid,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001811.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001811.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001811.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(2^(n/2-eps)),O(n),100,3,HIGH,548243000c1406fd
AW-001812,"Curtis, Sanches",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001812.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001812.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001812.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(n(m-w_{min})/p),O(n),100,3,HIGH,a780f0c34682994b
AW-001813,"Cesati, Ianni",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001813.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001813.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001813.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,4 log n + O(k^k),unknown,100,2,HIGH,10cfdcbbc68a6cf6
AW-001814,Cheetham et. al.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001814.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001814.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001814.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(((1.325)^k k^2 + kn)/p),unknown,100,1,HIGH,58b96e420858b308
AW-001815,Parallel Earley's method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001815.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001815.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001815.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n),unknown,100,2,HIGH,d142efc280258bee
AW-001816,"Barnard, Skillicorn",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001816.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001816.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001816.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(n^2),unknown,100,1,HIGH,36846bf3af984839
AW-001817,"Craus, Archip",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001817.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001817.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001817.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,unknown,unknown,100,1,HIGH,a61af0526fb1af8b
AW-001818,"Veloso, Meira, Parthasarathy",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001818.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001818.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001818.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,unknown,unknown,100,1,HIGH,9dccd8431d5c85c8
AW-001820,"Mesa, Feregrino-Uribe, Cumplido, Hern´andez-Palancar",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001820.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001820.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001820.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,unknown,unknown,100,1,HIGH,841bf70f6482fb1b
AW-001821,"Zaki, Parthasarathy, Ogihara, Li",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001821.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001821.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001821.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,unknown,unknown,100,2,HIGH,7114720e5a03da08
AW-001823,"Chung, Luo",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001823.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001823.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001823.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,unknown,unknown,100,1,HIGH,4e841f99fdd9ac5c
AW-001825,"Phan, Le",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001825.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001825.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001825.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,unknown,unknown,100,3,HIGH,1e2168fdc8b8e9cf
