algorithm_id,algorithm_name,public_context_path,metadata_context_path,evidence_path,source_pass,merge_action,card_digest,access_model,confidence_score,domain,input_model,output_contract,saturation_status,second_pass_rule,source_count,source_quality,space_complexity,third_pass_rule,time_complexity
AW-001438,Ja'Ja',corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001438.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001438.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001438.context.evidence.yaml,v1,include,4b92a4f157b38948,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,unknown,,O(\log n \log d)
AW-001441,Hirschberg et al.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001441.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001441.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001441.context.evidence.yaml,v1,include,0889a9e34377726b,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,3,HIGH,unknown,,O(\log^2(n))
AW-001444,Wyllie,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001444.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001444.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001444.context.evidence.yaml,v1,include,9cf87e24400c1cfb,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log^2(n))
AW-001445,"Hirschberg, Chandra, Sarwate",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001445.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001445.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001445.context.evidence.yaml,v1,include,56f4450b897f589f,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log^2(n))
AW-001447,Chin et al.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001447.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001447.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001447.context.evidence.yaml,v1,include,29c9bcf93d43a6f3,explicit_input_instance,100,parallel_algorithms,explicit_parallel_algorithm_problem,full_solution,,,2,HIGH,unknown,,O(\log^2(n))
AW-001450,Nath and Maheshwari,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001450.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001450.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001450.context.evidence.yaml,v1,include,01d5926aa30e89fb,explicit_input_instance,100,parallel_algorithms,explicit_parallel_algorithm_problem,full_solution,,,2,HIGH,unknown,,O(\log^2(n))
AW-001451,Shiloach and Vishkin,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001451.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001451.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001451.context.evidence.yaml,v1,include,14f0d6d7de6712e5,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log(n))
AW-001452,Vishkin,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001452.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001452.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001452.context.evidence.yaml,v1,include,b2951554a34236d5,explicit_input_instance,100,parallel_algorithms,explicit_parallel_algorithm_problem,full_solution,,,2,HIGH,unknown,,O(n^2/p)
AW-001453,Kucera,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001453.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001453.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001453.context.evidence.yaml,v1,include,21b62999e6dddb68,explicit_input_instance,100,parallel_algorithms,explicit_parallel_algorithm_problem,full_solution,,,2,HIGH,unknown,,O(\log(n))
AW-001454,"Koubek, Kršňáková (1)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001454.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001454.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001454.context.evidence.yaml,v1,include,82f35de019aa16c7,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log(n))
AW-001455,"Koubek, Kršňáková (2)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001455.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001455.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001455.context.evidence.yaml,v1,include,6dab4271dd59bf40,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log^2(n))
AW-001456,Reif,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001456.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001456.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001456.context.evidence.yaml,v1,include,4e395c13999372fb,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,unknown,,O(\log n)
AW-001457,Gazit,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001457.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001457.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001457.context.evidence.yaml,v1,include,e05044d8f64b70d6,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log(n))
AW-001458,"Cole, Vishkin",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001458.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001458.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001458.context.evidence.yaml,v1,include,fa875db11e43d7a1,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,unknown,,O(\log n)
AW-001459,"Cole, Vishkin",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001459.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001459.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001459.context.evidence.yaml,v1,include,d2bb10e7550cee51,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,unknown,,O(\log^2 n)
AW-001460,"Awerbuch, Shiloach",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001460.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001460.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001460.context.evidence.yaml,v1,include,344f7951d14b7821,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log m)
AW-001461,"Kruskal, Rudolph, Snir",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001461.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001461.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001461.context.evidence.yaml,v1,include,511fa334f9ed0a70,edge_list_input,100,graph,explicit_graph_problem,path_or_tree,,,3,HIGH,unknown,,O(m/p*\log(n)/\log(m/(p^2*\log(p))) + n/p*\log(p))
AW-001463,"Han, Wagner (1)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001463.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001463.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001463.context.evidence.yaml,v1,include,37c0de9dd906f0ba,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(m/p + (n \log n)/p + \log^2 n)
AW-001464,"Das, Deo, Prasad",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001464.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001464.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001464.context.evidence.yaml,v1,include,f3564ccbfe8ae9b9,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(m/p + n \log p)
AW-001465,"Han, Wagner (2)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001465.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001465.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001465.context.evidence.yaml,v1,include,213863e94018afde,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(m/p + (n \log n)/p + \log^2 n)
AW-001466,"Cole, Vishkin",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001466.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001466.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001466.context.evidence.yaml,v1,include,9a4f07ec66565d2a,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,unknown,,O(\log n)
AW-001467,"Johnson, Metaxas",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001467.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001467.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001467.context.evidence.yaml,v1,include,191a31fe88b2083a,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log^{3/2}(n))
AW-001468,"Karger, Nisan, Parnas (1)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001468.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001468.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001468.context.evidence.yaml,v1,include,4e198ebc930b54cf,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log n)
AW-001469,"Karger, Nisan, Parnas (2)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001469.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001469.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001469.context.evidence.yaml,v1,include,10b8778a46052589,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log n \log \log n)
AW-001470,"Karger, Nisan, Parnas (3)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001470.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001470.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001470.context.evidence.yaml,v1,include,22a6e2fad887fc48,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log^1.5(n))
AW-001471,"Chong, Lam",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001471.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001471.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001471.context.evidence.yaml,v1,include,5640959430258737,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log n \log \log n)
AW-001472,"Halperin, Zwick",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001472.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001472.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001472.context.evidence.yaml,v1,include,3ccbab62b1080b7d,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log n)
AW-001473,"Iwama, Kambayashi",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001473.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001473.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001473.context.evidence.yaml,v1,include,7fbdc86780921d32,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(l(n \log(n) + m )/p)
AW-001474,"Pettie, Ramachandran",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001474.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001474.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001474.context.evidence.yaml,v1,include,3792bdd1bb701056,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,unknown,,O(m/p + \log^2(n) \log*(n))
AW-001475,Schudy,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001475.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001475.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001475.context.evidence.yaml,v1,include,47bb7242fc20f080,explicit_input_instance,100,parallel_algorithms,explicit_parallel_algorithm_problem,full_solution,,,2,HIGH,unknown,,O(τ \log^2 n)
AW-001477,"Shun, Dhulipala, Blelloch",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001477.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001477.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001477.context.evidence.yaml,v1,include,620be95dd84cd008,explicit_input_instance,100,parallel_algorithms,explicit_parallel_algorithm_problem,full_solution,,,2,HIGH,unknown,,O(log^3(n)
AW-001478,"Karczmarz, Sankowski",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001478.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001478.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001478.context.evidence.yaml,v1,include,dafca45c26ced3cf,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,3,HIGH,unknown,,unknown
AW-001479,Savage,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001479.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001479.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001479.context.evidence.yaml,v1,include,131d5615fe1d9994,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log^2(n))
AW-001483,Deo and Yoo (1),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001483.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001483.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001483.context.evidence.yaml,v1,include,045e81064fd8e2c7,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,unknown,,O(n^1.5)
AW-001485,Deo and Yoo (2),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001485.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001485.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001485.context.evidence.yaml,v1,include,d30954b284661dd7,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,unknown,,O(n^2 \log n / p)
AW-001487,Savage and Ja'Ja',corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001487.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001487.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001487.context.evidence.yaml,v1,include,f5da8c67a01b2ad4,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,3,HIGH,unknown,,O(\log^2(n))
AW-001489,Nath and Maheshwari (1),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001489.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001489.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001489.context.evidence.yaml,v1,include,21205f4ad05cf1e4,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log^2(n))
AW-001491,Nath and Maheshwari (2),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001491.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001491.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001491.context.evidence.yaml,v1,include,e6b838dda147eebc,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log^3(n))
AW-001493,Kucera,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001493.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001493.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001493.context.evidence.yaml,v1,include,7a4da2f45a3a0a6f,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log n)
AW-001495,Chin et al.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001495.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001495.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001495.context.evidence.yaml,v1,include,a3b6c2622b06a76b,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,3,HIGH,unknown,,O(\log^2(n))
AW-001497,Hirschberg,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001497.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001497.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001497.context.evidence.yaml,v1,include,3e47ada706fc74b5,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,unknown,,O(\log n)
AW-001499,Yoo,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001499.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001499.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001499.context.evidence.yaml,v1,include,f6c7386d7a37d88a,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(m)
AW-001501,"Tsin, Chin",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001501.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001501.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001501.context.evidence.yaml,v1,include,0bf6fc3a972676f3,explicit_input_instance,100,parallel_algorithms,explicit_parallel_algorithm_problem,full_solution,,,3,HIGH,unknown,,O(\log^2(n))
AW-001502,Akl,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-001502.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-001502.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-001502.context.evidence.yaml,second_pass,include,3d3e072297b28efa,adjacency_list_query,90,graph,explicit_graph_problem,path_or_tree,,named_graph_problem,5,HIGH,unknown,,O(n)
AW-001504,"Cole, Vishkin",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001504.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001504.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001504.context.evidence.yaml,v1,include,bbc7a65e5dc290ca,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,unknown,,O(\log n)
AW-001506,"Awerbuch, Shiloach (1)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001506.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001506.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001506.context.evidence.yaml,v1,include,3aa4f83f778fab30,explicit_input_instance,100,parallel_algorithms,explicit_parallel_algorithm_problem,full_solution,,,2,HIGH,unknown,,O(\log^2(n))
AW-001508,"Awerbuch, Shiloach (2)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001508.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001508.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001508.context.evidence.yaml,v1,include,a55f4df399383462,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log m)
AW-001510,"Driscoll, Gabow, Shrairman, Tarjan",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001510.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001510.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001510.context.evidence.yaml,v1,include,8f960c4b776241e5,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(m/p)
AW-001511,"Kruskal, Rudolph, Snir",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001511.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001511.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001511.context.evidence.yaml,v1,include,a814a80a507f8f24,edge_list_input,100,graph,explicit_graph_problem,path_or_tree,,,3,HIGH,unknown,,O(m*log(n)/p + log(n)*log(p)
AW-001513,"Cole, Vishkin",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001513.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001513.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001513.context.evidence.yaml,v1,include,38ac783e9c471db2,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log n)
AW-001517,"Johnson, Metaxas",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001517.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001517.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001517.context.evidence.yaml,v1,include,82317ce7d50e84b4,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log^{3/2}(n))
AW-001519,Karger,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001519.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001519.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001519.context.evidence.yaml,v1,include,c41b15957e38155a,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,unknown,,O(\log n)
AW-001521,"Suraweera, Bhattacharya",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001521.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001521.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001521.context.evidence.yaml,v1,include,188a849641a5b50b,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log m)
AW-001525,"Cole, Klein, Tarjan",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001525.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001525.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001525.context.evidence.yaml,v1,include,2bc11b3ce755bbbc,explicit_input_instance,100,parallel_algorithms,explicit_parallel_algorithm_problem,full_solution,,,2,HIGH,unknown,,O(\log n)
AW-001527,Chong,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001527.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001527.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001527.context.evidence.yaml,v1,include,9022b355a894785f,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,unknown,,O(\log n \log \log n)
AW-001529,"Poon, Ramachandran",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001529.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001529.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001529.context.evidence.yaml,v1,include,73efe7ed955ec55e,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,unknown,,unknown
AW-001531,Zaroliagis (1),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001531.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001531.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001531.context.evidence.yaml,v1,include,682503a98c36c803,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,unknown,,O(\log^2 n)
AW-001533,Zaroliagis (2),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001533.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001533.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001533.context.evidence.yaml,v1,include,06fbb26ff4cad536,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,unknown,,O(\log n)
AW-001535,"Dehne, Gotz",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001535.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001535.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001535.context.evidence.yaml,v1,include,49fb00cecbd9b057,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log p)
AW-001536,"Adler, Dittrich, Juurlink, Kutylowski, Rieping (1)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001536.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001536.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001536.context.evidence.yaml,v1,include,b6f31e6c3515e0e4,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log p)
AW-001537,"Adler, Dittrich, Juurlink, Kutylowski, Rieping (2)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001537.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001537.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001537.context.evidence.yaml,v1,include,c92e6389aa34fa7c,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(1)
AW-001538,"Adler, Dittrich, Juurlink, Kutylowski, Rieping (3)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001538.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001538.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001538.context.evidence.yaml,v1,include,08901fb946401212,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,unknown,,O(\log^2(p)/\log((m+n)/p))
