algorithm_id,algorithm_name,saturation_status,cycles_completed,source_families_covered,new_fact_count,review_reasons,next_manual_action
AW-001350,"Agarwal, Bale, Gustavson, Joshi, Palkar (P_GEMM, Classical 3D)",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,15,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001356,Ballard (CAPS) (same as 2012 paper),DUPLICATE_OR_VARIANT_ONLY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",Manual curator should compare against the recovered parent before merging variants.
AW-001361,"Gupta, Kumar (variant of DNS81)",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001364,Berntsen (Classical 3D),SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001368,"Choi, Walker, Dongarra (PUMMA)",SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,26,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001370,"Lin, Snyder",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001371,"Lee, Robertson, Fortes (Cannon generalized for block-cyclic distributed matrices)",SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,29,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001372,Choi (DIMMA),SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,24,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001373,"Demmel, Eliahu, Fox, Kamil, Lipshitz, Schwartz, Spillinger (CARMA)",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001375,"Krishnan, Nieplocha (SRUMMA)",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,18,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001380,"Bjørstad, Manne, Sørevik, Vajteršic (Winograd's algorithm)",SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,27,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001382,Csanky,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,16,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001383,"Bader, Gehrke",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,16,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001615,van de Vorst (grids) (1),SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,16,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001616,van de Vorst (blocks) (2),SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,16,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001617,"Lee, Lee",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,16,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001624,"Lee, Erçal",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001626,"Czumaj, Galil, Gąsieniec, Park, Plandowski (2)",SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,27,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001631,Chmielowiec (existing FFT-based algorithm),SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,26,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001636,"Tembhurne, Sathe (1)",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,13,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001637,"Tembhurne, Sathe (2)",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,13,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001668,"Cevher, Becker, Schmidt (Consensus ADMM - first order mehtod)",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,18,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001669,"Bubeck, Jiang, Lee, Li, Sidford",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,13,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001707,"Dongarra, Sorensen",SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,26,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001708,Sameh (Jacobi),SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,16,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001709,Paardekooper,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,12,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001775,"Sameh, Chen, Kuck",SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,27,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001776,Multigrid,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,11,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001777,Vatjersic,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001778,"Xu, Wang [FDPI]",SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,25,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001800,"Guidi, Selvitopi, Ellis, Oliker, Yelick, Buluc (ELBA)",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001819,"Ye, Chiang",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,16,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001822,"Agrawal, Shafer",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,16,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001824,"Ozkural, Uçar, Aykanat",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,16,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001826,"Zhang, Zhang, Liao, Jin",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,16,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001827,"Cheung, Hu, Xia",SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,24,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001844,Penzhorn,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,20,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
