probe_id,parent_algorithm_id,parent_algorithm_name,public_probe_path,metadata_probe_path,evidence_path,probe_type,introduced_assumptions,original_output_contract,probe_output_contract,not_end_to_end_claim,confidence_score,source_count,card_digest
AW-000767-TP0151,AW-000767,Stratonovich,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000767-TP0151.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000767-TP0151.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000767-TP0151.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,estimate,one_witness,True,100,4,dc290c149e928881
AW-000767-TP0152,AW-000767,Stratonovich,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000767-TP0152.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000767-TP0152.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000767-TP0152.evidence.yaml,estimation_sampling_probe,coherent_estimation_oracle; bounded_random_variable; coherent_sampler,estimate,additive_estimate,True,100,4,42766a01a358a44c
AW-000784-TP0153,AW-000784,The INDEGREE Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000784-TP0153.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000784-TP0153.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000784-TP0153.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,estimate,one_witness,True,100,4,ff0a7221a0ef4d9b
AW-000784-TP0154,AW-000784,The INDEGREE Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000784-TP0154.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000784-TP0154.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000784-TP0154.evidence.yaml,estimation_sampling_probe,coherent_estimation_oracle; bounded_random_variable; coherent_sampler,estimate,additive_estimate,True,100,4,d4f62b21a07212d5
AW-000823-TP0155,AW-000823,Trial Multiplication,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000823-TP0155.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000823-TP0155.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000823-TP0155.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,3,832d87d2f4f4bdb8
AW-000823-TP0156,AW-000823,Trial Multiplication,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000823-TP0156.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000823-TP0156.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000823-TP0156.evidence.yaml,period_structure_probe,periodic_structure; coherent_function_access,full_solution,exact_value,True,100,3,4df9adb9a00a4b24
AW-000825-TP0157,AW-000825,Function Field Sieve (FFS),corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000825-TP0157.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000825-TP0157.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000825-TP0157.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,path_or_tree,one_witness,True,100,4,eb39bea93e4e89a5
AW-000825-TP0158,AW-000825,Function Field Sieve (FFS),corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000825-TP0158.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000825-TP0158.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000825-TP0158.evidence.yaml,estimation_sampling_probe,coherent_estimation_oracle; bounded_random_variable; coherent_sampler,path_or_tree,additive_estimate,True,100,4,7e176ba6b9d8586e
AW-000847-TP0159,AW-000847,Recursion based,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000847-TP0159.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000847-TP0159.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000847-TP0159.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,path_or_tree,one_witness,True,100,5,9f458c7e7f66afe2
AW-000847-TP0160,AW-000847,Recursion based,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000847-TP0160.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000847-TP0160.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000847-TP0160.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,path_or_tree,one_witness,True,100,5,70ffc23a26786faf
AW-000848-TP0161,AW-000848,Non-recursion based,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000848-TP0161.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000848-TP0161.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000848-TP0161.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,path_or_tree,one_witness,True,100,4,afb2880289f8ea2c
AW-000848-TP0162,AW-000848,Non-recursion based,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000848-TP0162.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000848-TP0162.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000848-TP0162.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,path_or_tree,one_witness,True,100,4,955614ed34d77f84
AW-000860-TP0163,AW-000860,Shamir's scheme,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000860-TP0163.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000860-TP0163.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000860-TP0163.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,path_or_tree,one_witness,True,100,3,b9a8dee5af75bfa6
AW-000860-TP0164,AW-000860,Shamir's scheme,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000860-TP0164.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000860-TP0164.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000860-TP0164.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,path_or_tree,one_witness,True,100,3,0181f00f86db394d
AW-000879-TP0165,AW-000879,Brute force algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000879-TP0165.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000879-TP0165.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000879-TP0165.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,path_or_tree,one_witness,True,100,4,29dec34d131dfe67
AW-000879-TP0166,AW-000879,Brute force algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000879-TP0166.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000879-TP0166.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000879-TP0166.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,path_or_tree,one_witness,True,100,4,298458652af69869
AW-000883-TP0167,AW-000883,Fixed priority shortest job first,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000883-TP0167.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000883-TP0167.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000883-TP0167.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,path_or_tree,one_witness,True,100,3,9a62168ea403c3c4
AW-000892-TP0168,AW-000892,"First-in, first-out",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000892-TP0168.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000892-TP0168.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000892-TP0168.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,data_structure_output,one_witness,True,100,3,3825d6e341416fc0
AW-000898-TP0169,AW-000898,Aging,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000898-TP0169.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000898-TP0169.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000898-TP0169.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,yes_no_decision,one_witness,True,100,4,ba6beec0809d4b28
AW-000903-TP0170,AW-000903,O'Neil 1973,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000903-TP0170.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000903-TP0170.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000903-TP0170.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,data_structure_output,one_witness,True,100,4,5d176c070347d998
AW-000985-TP0171,AW-000985,Exhaustive search,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000985-TP0171.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000985-TP0171.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000985-TP0171.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,yes_no_decision,one_witness,True,100,5,13107ff4be8f064b
AW-000986-TP0172,AW-000986,"Abboud, Williams, Yu",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000986-TP0172.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000986-TP0172.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000986-TP0172.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,6,abd35be9f226b5fc
AW-000987-TP0173,AW-000987,"Reduction to Abboud, Williams, Yu",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000987-TP0173.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000987-TP0173.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000987-TP0173.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,6,17b9adfee937828e
AW-000988-TP0174,AW-000988,"Chan, Williams",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000988-TP0174.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000988-TP0174.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000988-TP0174.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,6,9af2e821e59f72fd
AW-000988-TP0175,AW-000988,"Chan, Williams",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000988-TP0175.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000988-TP0175.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000988-TP0175.evidence.yaml,estimation_sampling_probe,coherent_estimation_oracle; bounded_random_variable; coherent_sampler,full_solution,additive_estimate,True,100,6,fdc543a7237d2f19
AW-000989-TP0176,AW-000989,"Reduction to Chan, Williams",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000989-TP0176.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000989-TP0176.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000989-TP0176.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,6,0182bada2bf90ba8
AW-000989-TP0177,AW-000989,"Reduction to Chan, Williams",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-000989-TP0177.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-000989-TP0177.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000989-TP0177.evidence.yaml,estimation_sampling_probe,coherent_estimation_oracle; bounded_random_variable; coherent_sampler,full_solution,additive_estimate,True,100,6,0926e8cf0f2caecf
AW-001014-TP0178,AW-001014,Takaoka,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001014-TP0178.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001014-TP0178.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001014-TP0178.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,path_or_tree,one_witness,True,100,6,4b738d56df3d922a
AW-001014-TP0179,AW-001014,Takaoka,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001014-TP0179.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001014-TP0179.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001014-TP0179.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,path_or_tree,one_witness,True,100,6,ba3ceeb1d89b19d1
AW-001015-TP0180,AW-001015,Chan,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001015-TP0180.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001015-TP0180.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001015-TP0180.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,path_or_tree,one_witness,True,100,5,32f406f3cad1beba
AW-001015-TP0181,AW-001015,Chan,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001015-TP0181.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001015-TP0181.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001015-TP0181.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,path_or_tree,one_witness,True,100,5,4f3a8e88b0f5161c
AW-001018-TP0182,AW-001018,"Buhler, Lenstra, Pomerance",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001018-TP0182.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001018-TP0182.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001018-TP0182.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,6,0ddad8929e7dfba2
AW-001018-TP0183,AW-001018,"Buhler, Lenstra, Pomerance",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001018-TP0183.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001018-TP0183.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001018-TP0183.evidence.yaml,estimation_sampling_probe,coherent_estimation_oracle; bounded_random_variable; coherent_sampler,full_solution,additive_estimate,True,100,6,58fe6ef09a284f1d
AW-001020-TP0184,AW-001020,Fredman,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001020-TP0184.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001020-TP0184.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001020-TP0184.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,path_or_tree,one_witness,True,100,5,2f6f91de22c0fef4
AW-001020-TP0185,AW-001020,Fredman,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001020-TP0185.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001020-TP0185.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001020-TP0185.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,path_or_tree,one_witness,True,100,5,f29118b404dabfd3
AW-001047-TP0186,AW-001047,Nassimi and Sahni,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001047-TP0186.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001047-TP0186.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001047-TP0186.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,5,680347ea529db3b9
AW-001174-TP0187,AW-001174,"Tianzhen, Zhou, Xiozhen",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001174-TP0187.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001174-TP0187.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001174-TP0187.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,5,79b821085ed1057c
AW-001201-TP0188,AW-001201,"Olariu, Schwing",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001201-TP0188.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001201-TP0188.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001201-TP0188.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,data_structure_output,one_witness,True,100,5,fc614df32c7b2fc3
AW-001226-TP0189,AW-001226,Cerin,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001226-TP0189.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001226-TP0189.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001226-TP0189.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,5,ab36ff47fb4830e0
AW-001257-TP0190,AW-001257,"Bosakova-Ardenska, Vasilev, Kostadinova-Georgieva",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001257-TP0190.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001257-TP0190.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001257-TP0190.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,data_structure_output,one_witness,True,100,5,f6de2c23553ad4ea
AW-001265-TP0191,AW-001265,"Kim, Choi, Bae",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001265-TP0191.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001265-TP0191.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001265-TP0191.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,path_or_tree,one_witness,True,100,5,57c7cde5a32f0cbd
AW-001265-TP0192,AW-001265,"Kim, Choi, Bae",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001265-TP0192.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001265-TP0192.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001265-TP0192.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,path_or_tree,one_witness,True,100,5,c78be66c139e7918
AW-001351-TP0193,AW-001351,"Solomonik, Demmel (Classical 2.5D)",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001351-TP0193.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001351-TP0193.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001351-TP0193.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,data_structure_output,one_witness,True,100,4,c1c61a6582febd9c
AW-001355-TP0194,AW-001355,"Hunold, Rauber, Rünger",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001355-TP0194.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001355-TP0194.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001355-TP0194.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,data_structure_output,one_witness,True,100,5,6df9a56550248c0d
AW-001691-TP0195,AW-001691,Swarztrauber,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001691-TP0195.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001691-TP0195.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001691-TP0195.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,path_or_tree,one_witness,True,100,5,d25b58dab8f92f67
AW-001691-TP0196,AW-001691,Swarztrauber,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001691-TP0196.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001691-TP0196.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001691-TP0196.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,path_or_tree,one_witness,True,100,5,0fb91f061e65793d
AW-001782-TP0197,AW-001782,"Zhao Ning, Wang XuBen",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001782-TP0197.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001782-TP0197.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001782-TP0197.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,data_structure_output,one_witness,True,100,4,925604b83f9ec4a9
AW-001828-TP0198,AW-001828,"CZ algorithm - Jiancheng, Yiqin, Yu",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001828-TP0198.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001828-TP0198.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001828-TP0198.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,data_structure_output,one_witness,True,100,6,1bdc763af505f63b
AW-001877-TP0199,AW-001877,"Chafik, Daoui",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_probe_recovered\AW-001877-TP0199.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_probe_recovered\AW-001877-TP0199.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001877-TP0199.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,data_structure_output,one_witness,True,100,4,17564aa01a85114a
