algorithm_id,algorithm_name,source_public_context_path,source_public_probe_path,source_metadata_path,existing_input_model,existing_access_model,existing_output_contract,detected_opportunity_type,evidence_text,source_records_used,why_probe_is_justified,why_probe_is_not_justified,required_introduced_assumptions,risk_of_overgeneration,decision,source_card_type,confidence_score,source_count,source_quality,opportunity_score
AW-000186,Pearce,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000186.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000186-P0151.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000186-P0151.meta.yaml,explicit_graph_problem,coherent_boolean_oracle,one_witness,backtracking_tree_search,"Pearce search_witness_probe Pearce search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, pattern occurrence, or feasible object. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. The coherent Boolean oracle and marked-item promise are introduced assumptions, not facts established by the original AlgorithmWiki row. Coherent oracle constructio",AW-000186:algorithm_wiki_metadata; failed:f4518099c4a2c145,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",bounded_backtracking_tree; bounded_tree_depth; coherent_child_and_predicate_oracles,high,BLOCK_FULL_OUTPUT,probe,100,2,HIGH,7
AW-000186,Pearce,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000186.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000186-P0152.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000186-P0152.meta.yaml,explicit_graph_problem,local_graph_transition_oracle,one_witness,marked_vertex_quantum_walk,"Pearce graph_walk_probe Pearce graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or witness subroutine. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. Local transition access and marked-item semantics are introduced assumptions, and the original full graph output may still dominate. Coherent oracle construction, promise checking, and data-mapping co",AW-000186:algorithm_wiki_metadata; failed:f4518099c4a2c145,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",reversible_ergodic_markov_chain; coherent_markov_chain_walk_oracle; marked_fraction_and_spectral_gap_bounds,high,BLOCK_FULL_OUTPUT,probe,100,2,HIGH,9
AW-000187,Path-based depth-first search Gabow,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000187.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000187-P0153.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000187-P0153.meta.yaml,explicit_graph_problem,coherent_boolean_oracle,one_witness,backtracking_tree_search,"Path-based depth-first search Gabow search_witness_probe Path-based depth-first search Gabow search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, pattern occurrence, or feasible object. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. The coherent Boolean oracle and marked-item promise are introduced assumptions, not facts established by t",AW-000187:algorithm_wiki_metadata; failed:5b5354a5ac48cd3e,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",bounded_backtracking_tree; bounded_tree_depth; coherent_child_and_predicate_oracles,high,BLOCK_FULL_OUTPUT,probe,100,2,HIGH,7
AW-000187,Path-based depth-first search Gabow,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000187.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000187-P0154.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000187-P0154.meta.yaml,explicit_graph_problem,local_graph_transition_oracle,one_witness,marked_vertex_quantum_walk,"Path-based depth-first search Gabow graph_walk_probe Path-based depth-first search Gabow graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or witness subroutine. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. Local transition access and marked-item semantics are introduced assumptions, and the original full graph output may still dominate. Coherent ",AW-000187:algorithm_wiki_metadata; failed:5b5354a5ac48cd3e,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",reversible_ergodic_markov_chain; coherent_markov_chain_walk_oracle; marked_fraction_and_spectral_gap_bounds,high,BLOCK_FULL_OUTPUT,probe,100,2,HIGH,9
AW-000188,Paul Purdom,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000188.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000188-P0155.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000188-P0155.meta.yaml,explicit_graph_problem,coherent_boolean_oracle,one_witness,backtracking_tree_search,"Paul Purdom search_witness_probe Paul Purdom search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, pattern occurrence, or feasible object. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. The coherent Boolean oracle and marked-item promise are introduced assumptions, not facts established by the original AlgorithmWiki row. Coherent oracle c",AW-000188:algorithm_wiki_metadata; crossref:b61177466792fa74; skipped:a7a862a73a665d08,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",bounded_backtracking_tree; bounded_tree_depth; coherent_child_and_predicate_oracles,high,BLOCK_FULL_OUTPUT,probe,100,3,HIGH,7
AW-000188,Paul Purdom,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000188.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000188-P0156.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000188-P0156.meta.yaml,explicit_graph_problem,local_graph_transition_oracle,one_witness,marked_vertex_quantum_walk,"Paul Purdom graph_walk_probe Paul Purdom graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or witness subroutine. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. Local transition access and marked-item semantics are introduced assumptions, and the original full graph output may still dominate. Coherent oracle construction, promise checking, and data-",AW-000188:algorithm_wiki_metadata; crossref:b61177466792fa74; skipped:a7a862a73a665d08,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",reversible_ergodic_markov_chain; coherent_markov_chain_walk_oracle; marked_fraction_and_spectral_gap_bounds,high,BLOCK_FULL_OUTPUT,probe,100,3,HIGH,9
AW-000189,Lowe’s Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000189.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000189-P0157.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000189-P0157.meta.yaml,explicit_graph_problem,coherent_boolean_oracle,one_witness,backtracking_tree_search,"Lowe’s Algorithm search_witness_probe Lowe’s Algorithm search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, pattern occurrence, or feasible object. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. The coherent Boolean oracle and marked-item promise are introduced assumptions, not facts established by the original AlgorithmWiki row. Coheren",AW-000189:algorithm_wiki_metadata; source:b265f9be64664130,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",bounded_backtracking_tree; bounded_tree_depth; coherent_child_and_predicate_oracles,high,BLOCK_FULL_OUTPUT,probe,100,2,HIGH,7
AW-000189,Lowe’s Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000189.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000189-P0158.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000189-P0158.meta.yaml,explicit_graph_problem,local_graph_transition_oracle,one_witness,marked_vertex_quantum_walk,"Lowe’s Algorithm graph_walk_probe Lowe’s Algorithm graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or witness subroutine. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. Local transition access and marked-item semantics are introduced assumptions, and the original full graph output may still dominate. Coherent oracle construction, promise checking,",AW-000189:algorithm_wiki_metadata; source:b265f9be64664130,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",reversible_ergodic_markov_chain; coherent_markov_chain_walk_oracle; marked_fraction_and_spectral_gap_bounds,high,BLOCK_FULL_OUTPUT,probe,100,2,HIGH,9
AW-000190,Renault’s Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000190.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000190-P0159.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000190-P0159.meta.yaml,explicit_graph_problem,coherent_boolean_oracle,one_witness,backtracking_tree_search,"Renault’s Algorithm search_witness_probe Renault’s Algorithm search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, pattern occurrence, or feasible object. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. The coherent Boolean oracle and marked-item promise are introduced assumptions, not facts established by the original AlgorithmWiki row. C",AW-000190:algorithm_wiki_metadata; crossref:a7adda6fd6e1df53; skipped:e42048ca58ccc857,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",bounded_backtracking_tree; bounded_tree_depth; coherent_child_and_predicate_oracles,high,BLOCK_FULL_OUTPUT,probe,100,3,HIGH,7
AW-000190,Renault’s Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000190.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000190-P0160.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000190-P0160.meta.yaml,explicit_graph_problem,local_graph_transition_oracle,one_witness,marked_vertex_quantum_walk,"Renault’s Algorithm graph_walk_probe Renault’s Algorithm graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or witness subroutine. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. Local transition access and marked-item semantics are introduced assumptions, and the original full graph output may still dominate. Coherent oracle construction, promise che",AW-000190:algorithm_wiki_metadata; crossref:a7adda6fd6e1df53; skipped:e42048ca58ccc857,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",reversible_ergodic_markov_chain; coherent_markov_chain_walk_oracle; marked_fraction_and_spectral_gap_bounds,high,BLOCK_FULL_OUTPUT,probe,100,3,HIGH,9
AW-000191,Couvreur,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000191.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000191-P0161.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000191-P0161.meta.yaml,explicit_graph_problem,coherent_boolean_oracle,one_witness,backtracking_tree_search,"Couvreur search_witness_probe Couvreur search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, pattern occurrence, or feasible object. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. The coherent Boolean oracle and marked-item promise are introduced assumptions, not facts established by the original AlgorithmWiki row. Coherent oracle constru",AW-000191:algorithm_wiki_metadata; crossref:1bcd133a8b3caf0e; skipped:6bd82db1ae7b37e0,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",bounded_backtracking_tree; bounded_tree_depth; coherent_child_and_predicate_oracles,high,BLOCK_FULL_OUTPUT,probe,100,3,HIGH,7
AW-000191,Couvreur,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000191.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000191-P0162.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000191-P0162.meta.yaml,explicit_graph_problem,local_graph_transition_oracle,one_witness,marked_vertex_quantum_walk,"Couvreur graph_walk_probe Couvreur graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or witness subroutine. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. Local transition access and marked-item semantics are introduced assumptions, and the original full graph output may still dominate. Coherent oracle construction, promise checking, and data-mappin",AW-000191:algorithm_wiki_metadata; crossref:1bcd133a8b3caf0e; skipped:6bd82db1ae7b37e0,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",reversible_ergodic_markov_chain; coherent_markov_chain_walk_oracle; marked_fraction_and_spectral_gap_bounds,high,BLOCK_FULL_OUTPUT,probe,100,3,HIGH,9
AW-000192,Munro’s algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000192.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000192-P0163.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000192-P0163.meta.yaml,explicit_graph_problem,coherent_boolean_oracle,one_witness,backtracking_tree_search,"Munro’s algorithm search_witness_probe Munro’s algorithm search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, pattern occurrence, or feasible object. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. The coherent Boolean oracle and marked-item promise are introduced assumptions, not facts established by the original AlgorithmWiki row. Coher",AW-000192:algorithm_wiki_metadata; failed:f1dd389e832a2668,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",bounded_backtracking_tree; bounded_tree_depth; coherent_child_and_predicate_oracles,high,BLOCK_FULL_OUTPUT,probe,100,2,HIGH,7
AW-000192,Munro’s algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000192.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000192-P0164.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000192-P0164.meta.yaml,explicit_graph_problem,local_graph_transition_oracle,one_witness,marked_vertex_quantum_walk,"Munro’s algorithm graph_walk_probe Munro’s algorithm graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or witness subroutine. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. Local transition access and marked-item semantics are introduced assumptions, and the original full graph output may still dominate. Coherent oracle construction, promise checkin",AW-000192:algorithm_wiki_metadata; failed:f1dd389e832a2668,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",reversible_ergodic_markov_chain; coherent_markov_chain_walk_oracle; marked_fraction_and_spectral_gap_bounds,high,BLOCK_FULL_OUTPUT,probe,100,2,HIGH,9
AW-000193,OBF Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000193.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000193-P0165.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000193-P0165.meta.yaml,explicit_graph_problem,coherent_boolean_oracle,one_witness,backtracking_tree_search,"OBF Algorithm search_witness_probe OBF Algorithm search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, pattern occurrence, or feasible object. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. The coherent Boolean oracle and marked-item promise are introduced assumptions, not facts established by the original AlgorithmWiki row. Coherent orac",AW-000193:algorithm_wiki_metadata; source:d8f3589b348e1956,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",bounded_backtracking_tree; bounded_tree_depth; coherent_child_and_predicate_oracles,high,BLOCK_FULL_OUTPUT,probe,100,2,HIGH,7
AW-000193,OBF Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000193.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000193-P0166.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000193-P0166.meta.yaml,explicit_graph_problem,local_graph_transition_oracle,one_witness,marked_vertex_quantum_walk,"OBF Algorithm graph_walk_probe OBF Algorithm graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or witness subroutine. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. Local transition access and marked-item semantics are introduced assumptions, and the original full graph output may still dominate. Coherent oracle construction, promise checking, and d",AW-000193:algorithm_wiki_metadata; source:d8f3589b348e1956,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",reversible_ergodic_markov_chain; coherent_markov_chain_walk_oracle; marked_fraction_and_spectral_gap_bounds,high,BLOCK_FULL_OUTPUT,probe,100,2,HIGH,9
AW-000194,CH Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000194.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000194-P0167.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000194-P0167.meta.yaml,explicit_graph_problem,coherent_boolean_oracle,one_witness,backtracking_tree_search,"CH Algorithm search_witness_probe CH Algorithm search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, pattern occurrence, or feasible object. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. The coherent Boolean oracle and marked-item promise are introduced assumptions, not facts established by the original AlgorithmWiki row. Coherent oracle",AW-000194:algorithm_wiki_metadata; source:00e06f77572fa31f,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",bounded_backtracking_tree; bounded_tree_depth; coherent_child_and_predicate_oracles,high,BLOCK_FULL_OUTPUT,probe,100,2,HIGH,7
AW-000194,CH Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000194.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000194-P0168.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000194-P0168.meta.yaml,explicit_graph_problem,local_graph_transition_oracle,one_witness,marked_vertex_quantum_walk,"CH Algorithm graph_walk_probe CH Algorithm graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or witness subroutine. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. Local transition access and marked-item semantics are introduced assumptions, and the original full graph output may still dominate. Coherent oracle construction, promise checking, and dat",AW-000194:algorithm_wiki_metadata; source:00e06f77572fa31f,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",reversible_ergodic_markov_chain; coherent_markov_chain_walk_oracle; marked_fraction_and_spectral_gap_bounds,high,BLOCK_FULL_OUTPUT,probe,100,2,HIGH,9
AW-000195,Hong’s algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000195.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000195-P0169.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000195-P0169.meta.yaml,explicit_graph_problem,coherent_boolean_oracle,one_witness,backtracking_tree_search,"Hong’s algorithm search_witness_probe Hong’s algorithm search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, pattern occurrence, or feasible object. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. The coherent Boolean oracle and marked-item promise are introduced assumptions, not facts established by the original AlgorithmWiki row. Coheren",AW-000195:algorithm_wiki_metadata,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",bounded_backtracking_tree; bounded_tree_depth; coherent_child_and_predicate_oracles,high,BLOCK_FULL_OUTPUT,probe,100,1,HIGH,6
AW-000195,Hong’s algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000195.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000195-P0170.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000195-P0170.meta.yaml,explicit_graph_problem,local_graph_transition_oracle,one_witness,marked_vertex_quantum_walk,"Hong’s algorithm graph_walk_probe Hong’s algorithm graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or witness subroutine. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. Local transition access and marked-item semantics are introduced assumptions, and the original full graph output may still dominate. Coherent oracle construction, promise checking,",AW-000195:algorithm_wiki_metadata,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",reversible_ergodic_markov_chain; coherent_markov_chain_walk_oracle; marked_fraction_and_spectral_gap_bounds,high,BLOCK_FULL_OUTPUT,probe,100,1,HIGH,8
AW-000196,Borůvka's algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000196.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000196-P0171.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000196-P0171.meta.yaml,explicit_graph_problem,coherent_boolean_oracle,one_witness,backtracking_tree_search,"Borůvka's algorithm search_witness_probe Borůvka's algorithm search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, pattern occurrence, or feasible object. Original input context: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Original output context: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Original bottleneck noted for the rich context card: graph traversal, priority/frontier maintenance, and materializing graph outputs. The coherent Boolean oracle and marked-item promise are introduced assumptions, not facts established by the original AlgorithmWiki row. C",AW-000196:algorithm_wiki_metadata,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",bounded_backtracking_tree; bounded_tree_depth; coherent_child_and_predicate_oracles,high,BLOCK_FULL_OUTPUT,probe,100,1,HIGH,6
